_Headword,English,Type,Class,Conjugation
abair,say,v3,irregular,3
ábhraigh,fester,v2a,class9,2
achainigh,entreat,v2b,class10,2
achair,beseech,v1fx,class15,1
achoimrigh,summarize,v2b,class10,2
achomharc,appeal,v1a,class1,1
achtaigh,enact,v2a,class9,2
achtáil,actualize,v1c,class3,1
aclaigh,limber,v2a,class9,2
acmhainnigh,resource,v2b,class10,2
adáirigh,iodate,v2b,class10,2
adamhaigh,atomize,v2a,class9,2
adhain,kindle,v1f,class14,1
adhair,adore,v1f,class14,1
adhaltranaigh,adulterate,v2a,class9,2
adharcáil,gore,v1c,class3,1
adhfhuathaigh,dread,v2a,class9,2
adhlaic,bury,v1bx,class4,1
adhmadaigh,timber,v2a,class9,2
adhmhill,destroy utterly,v1b,class2,1
adhmhol,extol,v1a,class1,1
adhnáirigh,shame,v2b,class10,2
admhaigh,acknowledge,v2a,class9,2
aducht,adduct,v1a,class1,1
aeraigh,aerate,v2a,class9,2
aeráil,air,v1c,class3,1
aerchóirigh,air-condition,v2b,class10,2
aeroiriúnaigh,air-condition,v2a,class9,2
aerthriomaigh,air-dry,v2a,class9,2
agaigh,stagger,v2a,class9,2
agaill,interview,v1bx,class4,1
agair,plead,v2c,class11,2
aghloit,deface,v1b,class2,1
agóid,object,v1b,class2,1
aibhligh,scintillate,v2b,class10,2
áibhligh,magnify,v2b,class10,2
aibhsigh,emphasize,v2b,class10,2
aibigh,ripen,v2b,class10,2
aiceannaigh,accent,v2a,class9,2
aicéitiligh,acetylate,v2b,class10,2
aicmigh,classify,v2b,class10,2
aifir,rebuke,v2d,class12,2
aigéadaigh,acidify,v2a,class9,2
aigéadeitseáil,acid-etch,v1c,class3,1
aigh,close,v1d,class5,1
aighnigh,submit,v2b,class10,2
ailínigh,align,v2b,class10,2
áilligh,beautify,v2b,class10,2
ailsigh,carcinify,v2b,class10,2
ailtéamaigh,altemate,v2a,class9,2
aimhriar,disorder,v1a,class1,1
aimpligh,amplify,v2b,class10,2
aimridigh,sterilize,v2b,class10,2
aimsigh,aim,v2b,class10,2
ainbheir,abort,v1b,class2,1
ainéal,anneal,v1a,class1,1
ainéistéisigh,anesthetize,v2b,class10,2
ainic,protect,v1b,class2,1
ainimhigh,disfigure,v2b,class10,2
ainligh,guide,v2b,class10,2
ainmnigh,name,v2b,class10,2
ainteagmhaigh,molest,v2a,class9,2
airbheartaigh,purport,v2a,class9,2
aireachasaigh,mind,v2a,class9,2
airg,invent,v1b,class2,1
airgeadaigh,silver,v2a,class9,2
airigh,perceive,v2b,class10,2
áirigh,count,v2b,class10,2
áirithigh,ensure,v2b,class10,2
airlic,lend,v1bx,class4,1
ais-ling,spring back,v1b,class2,1
ais-suiteáil,retrofit,v1c,class3,1
aisbhreathnaigh,look back,v2a,class9,2
aisc,ask,v1b,class2,1
aischéimnigh,regress,v2b,class10,2
aischrosáil,backcross,v1c,class3,1
aischuir,restore,v1b,class2,1
aisdúichigh,repatriate,v2b,class10,2
aiséiligh,reclaim,v2b,class10,2
aiséirigh,rise again,v2b,class10,2
aiseitil,fly back,v2d,class12,2
aisfheistigh,retrofit,v2b,class10,2
aisfhill,retroflex,v1b,class2,1
aisfhreagair,retort,v2c,class11,2
aisfhuaigh,backstitch,v1d,class5,1
aisfhuaimnigh,reverberate,v2b,class10,2
aisghabh,retake,v1a,class1,1
aisghair,abrogate,v1b,class2,1
aisghníomhaigh,retroact,v2a,class9,2
aisig,restore,v1bx,class4,1
áisigh,facilitate,v2b,class10,2
aisíoc,repay,v1a,class1,1
aisiompaigh,reverse,v2a,class9,2
aisléasaigh,lease back,v2a,class9,2
aisléim,recoil,v1b,class2,1
aislíon,backfill,v1a,class1,1
aisphostáil,postback,v1c,class3,1
aisphreab,rebound,v1a,class1,1
aistarraing,withdraw,v2e,class13,2
aistrigh,move,v2b,class10,2
aitheasc,address,v1a,class1,1
aithin1,recognize,v2d,class12,2
aithin2,bid,v2d,class12,2
aithisigh,slur,v2b,class10,2
aithris,recite,v2e,class13,2
áitigh,occupy,v2b,class10,2
aitim,beseech,v5,defective,5
aitreoigh,divert,v1d,class5,1
áitrigh,inhabit,v2b,class10,2
allasaigh,sweat,v2a,class9,2
allmhairigh,import,v2b,class10,2
alp,devour,v1a,class1,1
alt,articulate,v1a,class1,1
altaigh,give thanks,v2a,class9,2
altramaigh,foster,v2a,class9,2
alúmanaigh,aluminize,v2a,class9,2
amaigh,time,v2a,class9,2
amasaigh,putt,v2a,class9,2
amhantraigh,speculate,v2a,class9,2
amharc,look,v1a,class1,1
amhastraigh,bark,v2a,class9,2
amhlabhair,subvocalize,v2c,class11,2
amhrán,sing a song,v1a,class1,1
amplaigh,crave,v2a,class9,2
anailisigh,analyze,v2b,class10,2
análaigh,breathe,v2a,class9,2
anamaigh,ensoul,v2a,class9,2
anamnaigh,animate,v2a,class9,2
anastómaisigh,anastomose,v2b,class10,2
anbhainnigh,enfeeble,v2b,class10,2
anluchtaigh,overload,v2a,class9,2
anóidigh,anodize,v2b,class10,2
anótáil,annotate,v1c,class3,1
ansmachtaigh,bully,v2a,class9,2
aoirigh,shepherd,v2b,class10,2
aol,lime,v1a,class1,1
aoldathaigh,whitewash,v2a,class9,2
aom,attract,v1a,class1,1
aonraigh,isolate,v2a,class9,2
aontaigh,unite,v2a,class9,2
aor,satirize,v1a,class1,1
aosaigh,age,v2a,class9,2
aothaigh,pass crisis,v2a,class9,2
árachaigh,insure,v2a,class9,2
ardaigh,raise,v2a,class9,2
arg,destroy,v1a,class1,1
argóin,argue,v1bx,class4,1
armáil,arm,v1c,class3,1
armónaigh,harmonize,v2a,class9,2
arsa,said,v5,defective,5
ársaigh1,grow old,v2a,class9,2
ársaigh2,teU,v2a,class9,2
asáitigh,dislodge,v2b,class10,2
asaltaigh,dislocate,v2a,class9,2
asamhlaigh,assimilate,v2a,class9,2
asanálaigh,exhale,v2a,class9,2
asbhain,deduct,v1b,class2,1
asbheir,deduce,v1b,class2,1
áscaigh,instantiate,v2a,class9,2
ascain,proceed towards,v2c,class11,2
ascalaigh,oscillate,v2a,class9,2
aslaigh,induce,v2a,class9,2
aslonnaigh,evacuate,v2a,class9,2
asphóraigh,outbreed,v2a,class9,2
astaigh’,attach,v2a,class9,2
astaigh2,emit,v2a,class9,2
asúigh,aspirate,v1d,class5,1
at,swell,v1a,class1,1
ataifead,rerecord,v1a,class1,1
atáirg,reproduce,v1b,class2,1
ataisc,re-margin,v1b,class2,1
ataispeáin,reappear,v1bx,class4,1
atarchuir,retransmit,v1b,class2,1
atarlaigh,recur,v2a,class9,2
atarraing,redraw,v2e,class13,2
atástáil,retest,v1c,class3,1
atáthaigh’,reweld,v2a,class9,2
atáthaigh2,lay back,v2a,class9,2
atéigh,reheat,v1e,class6,1
ateilg,recast,v1b,class2,1
ath-chlóscríobh,retype,v1a,class1,1
ath-imlonnaigh,redeploy,v2a,class9,2
ath-imscar,redeploy,v1a,class1,1
ath-ionsúigh,reabsorb,v1d,class5,1
athachtaigh,reenact,v2a,class9,2
athadhain,rekindle,v1f,class14,1
athadhlaic,reinter,v1bx,class4,1
athaicmigh,rezone,v2b,class10,2
athaimsigh,rediscover,v2b,class10,2
athainmnigh,rename,v2b,class10,2
atháitigh,reoccupy,v2b,class10,2
athallmhairigh,reimport,v2b,class10,2
athaol,relime,v1a,class1,1
athaontaigh,reunite,v2a,class9,2
atharmáil,rearm,v1c,class3,1
athbhaist,rename,v1b,class2,1
athbheoigh,revive,v1d,class5,1
athbhoilscigh,reflate,v2b,class10,2
athbhreithnigh,review,v2b,class10,2
athbhreoslaigh,refuel,v2a,class9,2
athbhris,break again,v1b,class2,1
athbhuail,beat again,v1b,class2,1
athbhunaigh,reestablish,v2a,class9,2
athbhútáil,reboot,v1c,class3,1
athchas,tum again,v1a,class1,1
athcheangail,refasten,v2c,class11,2
athcheannaigh,repurchase,v2a,class9,2
athcheap,reappoint,v1a,class1,1
athcheartaigh,reamend,v2a,class9,2
athcheistigh,reexamine,v2b,class10,2
athchlampaigh,reclamp,v2a,class9,2
athchlóigh,reprint,v1d,class5,1
athchlúdaigh,re-cover,v2a,class9,2
athchnuchair,refoot,v2c,class11,2
athchódaigh,recode,v2a,class9,2
athchogain,ruminate,v2c,class11,2
athchóimeáil,reassemble,v1c,class3,1
athchóipeáil,recopy,v1c,class3,1
athchóirigh,rearrange,v2b,class10,2
athchómáil,remobilize,v1c,class3,1
athchomhair,recount,v1b,class2,1
athchomhairligh,dissuade,v2b,class10,2
athchorpraigh,reincorporate,v2a,class9,2
athchraol,retransmit,v1a,class1,1
athchrom,resume,v1a,class1,1
athchruaigh,reharden,v1d,class5,1
athchrúigh,remilk,v1d,class5,1
athchruinnigh,reassemble,v2b,class10,2
athchruthaigh,re-create,v2a,class9,2
athchuimhnigh,refresh,v2b,class10,2
athchuir,replant,v1b,class2,1
athchultúraigh,acculturate,v2a,class9,2
athchum,reconstruct,v1a,class1,1
athchumraigh,reconfigure,v2a,class9,2
athchuntais,recount,v1b,class2,1
athchúrsáil,recycle,v1c,class3,1
athdháil,redistribute,v1b,class2,1
athdhathaigh,redye,v2a,class9,2
athdhéan,redo,v1a,class1,1
athdhear,redesign,v1a,class1,1
athdhearbhaigh,reaffirm,v2a,class9,2
athdheilbhigh,reshape,v2b,class10,2
athdheimhnigh,recertify,v2b,class10,2
athdheisigh,remand,v2b,class10,2
athdhiailigh,redial,v2b,class10,2
athdhílsigh,revest,v2b,class10,2
athdhiol,resell,v1a,class1,1
athdhíon,reroof,v1a,class1,1
athdhréachtaigh,redraft,v2a,class9,2
athdhromchlaigh,resurface,v2a,class9,2
athdhúichigh,repatriate,v2b,class10,2
athdhúisigh,reawake,v2b,class10,2
atheagraigh,rearrange,v2a,class9,2
athéirigh,rise again,v2b,class10,2
atheisigh,reissue,v2b,class10,2
athéist,rehear,v1b,class2,1
athfhachtóirigh,refactorize,v2b,class10,2
athfhaghair,retemper,v2c,class11,2
athfhéach,reflect,v1a,class1,1
athfheidhmigh,refunction,v2b,class10,2
athfheistigh,refit,v2b,class10,2
athfhionn,rediscover,v1a,class1,1
athfhoghlaim,releam,v2e,class13,2
athfhoilsigh,republish,v2b,class10,2
athfhoinsigh,second-source,v2b,class10,2
athfhorbair,redevelop,v2c,class11,2
athfhormáidigh,reformat,v2b,class10,2
athfhostaigh,reemploy,v2a,class9,2
athfhuaimnigh,resound,v2b,class10,2
athghabh,retake,v1a,class1,1
athghair,recall,v1b,class2,1
athghéaraigh,resharpen,v2a,class9,2
athghéill,resubmit,v1b,class2,1
athghin,regenerate,v1b,class2,1
athghlan,reclean,v1a,class1,1
athghlaoigh,recall,v1d,class5,1
athghléas,refit,v1a,class1,1
athghluais,remobilize,v1b,class2,1
athghníomhachtaigh,reactivate,v2a,class9,2
athghnóthaigh,regain,v2a,class9,2
athghoin,rewound,v1b,class2,1
athghor,reheat,v1a,class1,1
athghreamaigh,refasten,v2a,class9,2
athghríosaigh,rekindle,v2a,class9,2
athghróig,refoot,v1b,class2,1
athghrúpáil,regroup,v1c,class3,1
athihill,recur,v1b,class2,1
athimir,replay,v2d,class12,2
athinfheistigh,reinvest,v2b,class10,2
athinis,retell,v2d,class12,2
athinmhigh,recover,v2b,class10,2
athiompaigh,tum back,v2a,class9,2
athionchollaigh,reincamate,v2a,class9,2
athiontráil,reenter,v1c,class3,1
athláithrigh,represent,v2b,class10,2
athlas,relight,v1a,class1,1
athlascainigh,rediscount,v2b,class10,2
athlastáil,transship,v1c,class3,1
athleag,re-lay,v1a,class1,1
athleáigh,remelt,v1d,class5,1
athleasaigh,reamend,v2a,class9,2
athléigh,reread,v1e,class6,1
athléirigh,revive,v2b,class10,2
athlíneáil,reline,v1c,class3,1
athlíon,refill,v1a,class1,1
athliostáil,reenlist,v1c,class3,1
athlódáil,reload,v1c,class3,1
athluacháil,revalue,v1c,class3,1
athluaigh,reiterate,v1d,class5,1
athluchtaigh,reload,v2a,class9,2
athmhaisigh,redecorate,v2b,class10,2
athmháistrigh,remaster,v2b,class10,2
athmheas,revise,v1a,class1,1
athmheasc,remix,v1a,class1,1
athmheil,regrind,v1b,class2,1
athmhúnlaigh,remold,v2a,class9,2
athmhúscail,reawake,v2c,class11,2
athnasc,reclasp,v1a,class1,1
athnéalaigh,resublime,v2a,class9,2
athneartaigh,reinforce,v2a,class9,2
athnocht,exhume,v1a,class1,1
athnuaigh,renew,v1d,class5,1
athoil,retain,v1b,class2,1
athoiriúnaigh,refit,v2a,class9,2
athonnmhairigh,reexport,v2b,class10,2
athordaigh,rearrange,v2a,class9,2
athoscail,reopen,v2c,class11,2
athphéinteáil,repaint,v1c,class3,1
athphlandaigh,replant,v2a,class9,2
athphlandáil,transplant,v1c,class3,1
athphléigh,rediscuss,v1e,class6,1
athphós,remarry,v1a,class1,1
athphoU,reperforate,v1a,class1,1
athphreab,rebound,v1a,class1,1
athphriontáil,reprint,v1c,class3,1
athphróiseáil,reprocess,v1c,class3,1
athradaigh,reradiate,v2a,class9,2
athraigh,change,v2a,class9,2
athraon,refract,v1a,class1,1
athreoigh,regelate,v1d,class5,1
athriar,readminister,v1a,class1,1
athrígh,dethrone,v1g,class7,1
athriochtaigh,recondition,v2a,class9,2
athrith,rerun,v1b,class2,1
athródaigh,reroute,v2a,class9,2
athroinn,redivide,v1b,class2,1
athrómhair,redig,v2c,class11,2
athscag,refilter,v1a,class1,1
athsceidealaigh,reschedule,v2a,class9,2
athscinn,recoil,v1b,class2,1
athscriobh,rewrite,v1a,class1,1
athscrúdaigh,reexamine,v2a,class9,2
athshamhlaigh,revisualize,v2a,class9,2
athshampláil,resample,v1c,class3,1
athshann,reassign,v1a,class1,1
athshaothraigh,recultivate,v2a,class9,2
athsheachaid,replevy,v1bx,class4,1
athshealbhaigh,repossess,v2a,class9,2
athsheinn,replay,v1b,class2,1
athsheol,readdress,v1a,class1,1
athshíolaigh,resow,v2a,class9,2
athshlánaigh,rehabilitate,v2a,class9,2
athshluaistrigh,reshovel,v2b,class10,2
athshnaidhm,reknot,v1b,class2,1
athshocraigh,rearrange,v2a,class9,2
athsholáthair,replace,v2c,class11,2
athsholáthraigh,replenish,v2a,class9,2
athshon,resonate,v1a,class1,1
athshreangaigh,restring,v2a,class9,2
athshuaith,remix,v1b,class2,1
athshuigh,relocate,v1h,class8,1
athshúigh,reabsorb,v1d,class5,1
athsmaoinigh,rethink,v2b,class10,2
athspraeáil,respray,v1c,class3,1
athspreag,reincite,v1a,class1,1
athspréigh,respread,v1e,class6,1
athstóraigh,re-store,v2a,class9,2
athstruchtúraigh,restructure,v2a,class9,2
athúsáid,reuse,v1b,class2,1
atiolaic,rebestow,v1bx,class4,1
atiomnaigh,rededicate,v2a,class9,2
ationóil,reconvene,v1bx,class4,1
atit,relapse,v1b,class2,1
atochrais,rewind,v1b,class2,1
atóg,rebuild,v1a,class1,1
atogh,reelect,v1a,class1,1
atoll,re-bore,v1a,class1,1
atosaigh,recommence,v2a,class9,2
atrácht,retread,v1a,class1,1
atraenáil,retrain,v1c,class3,1
atreabh,replow,v1a,class1,1
atreáigh,reperforate,v1d,class5,1
atreisigh,reinforce,v2b,class10,2
atreoigh,divert,v1d,class5,1
atreoraigh,refer,v2a,class9,2
atriail,retry,v1b,class2,1
atvuíteáil,retweet,v1c,class3,1
babhdlaráil,bowdlerize,v1c,class3,1
babhláil,bowl,v1c,class3,1
babhtáil,exchange,v1c,class3,1
bac,hinder,v1a,class1,1
bacaigh,lame,v2a,class9,2
bácáil,bake,v1c,class3,1
bachlaigh,bud,v2a,class9,2
bacsáil,box,v1c,class3,1
badráil,bother,v1c,class3,1
bagair,threaten,v2c,class11,2
baghcatáil,boycott,v1c,class3,1
baiceáil,back,v1c,class3,1
baig,bag,v1b,class2,1
báigh,drown,v1d,class5,1
bailc,pour down,v1bx,class4,1
bailchríochnaigh,fínish,v2a,class9,2
bailigh,collect,v2b,class10,2
bailíochtaigh,validate,v2a,class9,2
bain,extract,v1b,class2,1
baineannaigh,feminize,v2a,class9,2
bainistigh,manage,v2b,class10,2
baisc,batch,v1b,class2,1
baist,baptize,v1b,class2,1
báistigh,rain,v2b,class10,2
balbhaigh,silence,v2a,class9,2
ballastaigh,ballast,v2a,class9,2
ballbhasc,maim,v1a,class1,1
ballbhrúigh,bruise,v1d,class5,1
ballóidigh,ballot,v2b,class10,2
balsamaigh,embalm,v2a,class9,2
balúnaigh,baUoon,v2a,class9,2
bánaigh,whiten,v2a,class9,2
bancáil,bank,v1c,class3,1
bannaigh,bail,v2a,class9,2
baoiteáil,bait,v1c,class3,1
barántaigh,warrant,v2a,class9,2
bardaigh,bard,v2a,class9,2
barr,surpass;hinder,v1a,class1,1
barraigh,grow up,v2a,class9,2
barráil,bar,v1c,class3,1
barrchaolaigh,taper,v2a,class9,2
barrdhóigh,singe,v1d,class5,1
barrfheabhsaigh,optimize,v2a,class9,2
barrghearr,top,v1a,class1,1
barriompaigh,tum about,v2a,class9,2
barrleasaigh,topdress,v2a,class9,2
barrloisc,singe,v1b,class2,1
barrscoith,truncate,v1d,class5,1
barrtheilg,surject,v1b,class2,1
barrUon,top up,v1a,class1,1
barúil,think,v1bx,class4,1
barúiligh,opine,v2b,class10,2
básaigh,die,v2a,class9,2
basáil,boss,v1c,class3,1
basc,bash,v1a,class1,1
baslaigh,baste,v2a,class9,2
batáil, pole,v1c,class3,1
batráil,batter,v1c,class3,1
beachtaigh,correct,v2a,class9,2
beachtfhioraigh,verify precisely,v2a,class9,2
beagaigh,lessen,v2a,class9,2
bealaigh,grease,v2a,class9,2
béalraigh,gossip about,v2a,class9,2
beamaigh,breach,v2a,class9,2
beangaigh,graft,v2a,class9,2
beannaigh,bless,v2a,class9,2
bearcáil,tan,v1c,class3,1
bearr,clip,v1a,class1,1
bearrchóirigh,trim off,v2b,class10,2
beartaigh,plan,v2a,class9,2
beathaigh,feed,v2a,class9,2
beibheal,bevel,v1a,class1,1
béic,yell,v1b,class2,1
beir,bear,v3,irregular,3
beirigh,boil,v2b,class10,2
beoghearr,vivisect,v1a,class1,1
beoghoin,wound deeply,v1b,class2,1
beoigh,animate,v1d,class5,1
beophian,tantalize,v1a,class1,1
bí,be,v3,irregular,3
biánaigh,size,v2a,class9,2
biathaigh,feed,v2a,class9,2
billeáil,bill,v1c,class3,1
bindealaigh,bandage,v2a,class9,2
bíog,start,v1a,class1,1
bior-róst,spitroast,v1a,class1,1
bioraigh,point,v2a,class9,2
biotúmanaigh,bituminize,v2a,class9,2
bisigh,improve,v2b,class10,2
bísigh,vice,v2b,class10,2
bith-dhíghrádaigh,biodegrade,v2a,class9,2
bladair,cajole,v2c,class11,2
bladhair,shout,v2c,class11,2
bladhm,flame,v1a,class1,1
blagáil,blog,v1c,class3,1
blais,taste,v1b,class2,1
blaistigh,season,v2b,class10,2
blaosc,puff,v1a,class1,1
blaoscrúisc,scalp,v1b,class2,1
blásaigh,bloorn,v2a,class9,2
bláthaigh,blossom,v2a,class9,2
bláthnaigh,smooth,v2a,class9,2
bleaisteáil,blast,v1c,class3,1
blianachtaigh,annuitize,v2a,class9,2
bliantúlaigh,annualize,v2a,class9,2
bligh,milk,v1h,class8,1
blíp,bleep,v1b,class2,1
bloc-chóipeáil,block-copy,v1c,class3,1
blocáil,block,v1c,class3,1
blocshórtáil,block-sort,v1c,class3,1
blogh,shatter,v1a,class1,1
blosc,crack,v1a,class1,1
blúsáil,blouse,v1c,class3,1
bobáil,bob,v1c,class3,1
bobshleamhnánaigh,bobsleigh,v2a,class9,2
bocáil,toss,v1c,class3,1
bochtaigh,impoverish,v2a,class9,2
bocsáil,box; shuffle,v1c,class3,1
bodhraigh,deafen,v2a,class9,2
bog,soften,v1a,class1,1
bogaigéadaigh,acidulate,v2a,class9,2
bogchas,jog,v1a,class1,1
bogh,bow,v1a,class1,1
bogshodaráil,jog,v1c,class3,1
boilgearnaigh,bubble,v2a,class9,2
boilscigh,bulge,v2b,class10,2
bolaigh,smeU,v2a,class9,2
bolcáinigh,vulcanize,v2b,class10,2
bolg,bulge,v1a,class1,1
bolláil,bowl,v1c,class3,1
boltáil,bolt,v1c,class3,1
boltanaigh,smeU,v2a,class9,2
bombardaigh,bombard,v2a,class9,2
bonnaigh,walk,v2a,class9,2
bóraigh,bow,v2a,class9,2
borbaigh,get angry,v2a,class9,2
bordáil,board,v1c,class3,1
borr,swell,v1a,class1,1
bosc,bush,v1a,class1,1
brabhsáil,browse,v1c,class3,1
brácáil,harrow,v1c,class3,1
bradaigh,steal,v2a,class9,2
braich,malt,v1bx,class4,1
braigeáil,brag,v1c,class3,1
bráilligh,braU up,v2b,class10,2
brainseáii,branch,v1c,class3,1
braisligh,cluster,v2b,class10,2
braith,perceive,v1b,class2,1
brandáil,brand,v1c,class3,1
brásáil,embrace,v1c,class3,1
brataigh,coat,v2a,class9,2
breab,bribe,v1a,class1,1
breabhsaigh,perk up,v2a,class9,2
breac,speckle,v1a,class1,1
breachnaigh,mottle,v2a,class9,2
breacrianaigh,outline,v2a,class9,2
bréadaigh,braid,v2a,class9,2
bréag,cajole,v1a,class1,1
bréagnaigh,contradict,v2a,class9,2
bréan,poUute,v1a,class1,1
breáthaigh,beautify,v2a,class9,2
breathnaigh,observe,v2a,class9,2
breicnigh,stipple,v2b,class10,2
bréid,patch,v1b,class2,1
bréifhigh,perforate,v2b,class10,2
breisigh,increase,v2b,class10,2
breithnigh,adjudge,v2b,class10,2
bréitseáil,breach,v1c,class3,1
breoigh,glow,v1d,class5,1
breoslaigh,fuel,v2a,class9,2
bríbeáil,bribe,v1c,class3,1
briog,prick,v1a,class1,1
brionnaigh,forge,v2a,class9,2
brioscaigh,crisp,v2a,class9,2
bris,break,v1b,class2,1
broc,spoil,v1a,class1,1
broic,bear,v1b,class2,1
broicéadaigh,brocade,v2a,class9,2
broid,goad,v1b,class2,1
broideamaigh,effervesce,v2a,class9,2
bróidnigh,embroider,v2b,class10,2
broim,fart,v1bx,class4,1
bróitseáil,broach,v1c,class3,1
brón,grieve,v1a,class1,1
bronn,grant,v1a,class1,1
brostaigh,hasten,v2a,class9,2
brúcht,belch,v1a,class1,1
brúidigh,brutalize,v2b,class10,2
brúigh,press,v1d,class5,1
bruion,quarrel,v1a,class1,1
brúisc,cmsh,v1b,class2,1
bruiseáil,bmsh,v1c,class3,1
bruith,boil,v1b,class2,1
bruithnigh,smelt,v2b,class10,2
buac,lixiviate,v1a,class1,1
buaigh,win,v1d,class5,1
buail,hit,v1b,class2,1
buain,reap,v1bx,class4,1
buair,grieve,v1b,class2,1
buaistigh,puff,v2b,class10,2
bualtaigh,smear with dung,v2a,class9,2
buamáil,bomb,v1c,class3,1
buanaigh,perpetuate,v2a,class9,2
buantonn,perm,v1a,class1,1
búcláil,buclde,v1c,class3,1
bugáil,bug,v1c,class3,1
buidéalaigh,bottle,v2a,class9,2
buígh,yellow,v1g,class7,1
buinnigh,shoot up,v2b,class10,2
buíochasaigh,thank,v2a,class9,2
búir,bellow,v1b,class2,1
buiséad,budget,v1a,class1,1
buiséadaigh,budget,v2a,class9,2
bunaigh1,found,v2a,class9,2
bunaigh2,model,v2a,class9,2
bunathraigh,modify,v2a,class9,2
bunchaolaigh,taper off,v2a,class9,2
bundaigh,bund,v2a,class9,2
bunmhaosaigh,undersoak,v2a,class9,2
buntacaigh,underpin,v2a,class9,2
burdáil,beat,v1c,class3,1
burláil,bundle,v1c,class3,1
burr,burr,v1a,class1,1
burtanaigh,burtonize,v2a,class9,2
butáil,butt,v1c,class3,1
bútáil,boot,v1c,class3,1
cabáil,talk down,v1c,class3,1
cabhair,emboss,v2c,class11,2
cabhraigh,help,v2a,class9,2
cáblaigh,cable,v2a,class9,2
cac,defecate,v1a,class1,1
cácáil,caulk,v1c,class3,1
cadhail,coil,v2c,class11,2
caibeáil,dibble,v1c,class3,1
caibidligh,negotiate,v2b,class10,2
caidéalaigh,pump out,v2a,class9,2
caidhpeáil,cap,v1c,class3,1
caidrigh,befriend,v2b,class10,2
caigh,weep,v1g,class7,1
caighdeánaigh,standardize,v2a,class9,2
cailcigh,calcify,v2b,class10,2
cailcínigh,calcine,v2b,class10,2
cailg,sting,v1b,class2,1
cáiligh,qualify,v2b,class10,2
caill,lose,v1b,class2,1
cáin,fine,v1b,class2,1
cainníochtaigh,quantify,v2a,class9,2
cáinsigh,scold,v2b,class10,2
caintigh,speak,v2b,class10,2
caipitligh,capitalize,v2b,class10,2
cairéalaigh,quarry,v2a,class9,2
cairtfhostaigh,charter,v2a,class9,2
caisligh,castle,v2b,class10,2
caisnigh,frizz,v2b,class10,2
caitéinigh,catenate,v2b,class10,2
caith,wear,v1b,class2,1
cáith,winnow,v1b,class2,1
cáithigh,belittle,v2b,class10,2
caithreáil,tangle,v1c,class3,1
caithréimigh,triumph,v2b,class10,2
caithrigh,reach puberty,v2b,class10,2
caiticeasmaigh,catechize,v2a,class9,2
calabraigh,calibrate,v2a,class9,2
calaigh,berth,v2a,class9,2
calc,caulk,v1a,class1,1
calmaigh,strengthen,v2a,class9,2
cam,bend,v1a,class1,1
cam,heap,v1a,class1,1
camhraigh,spoil,v2a,class9,2
campáil,camp,v1c,class3,1
can,sing,v1a,class1,1
cánáil,cane,v1c,class3,1
canálaigh,canalize,v2a,class9,2
canbhasáil,canvass,v1c,class3,1
cancraigh,vex,v2a,class9,2
candamaigh,quantize,v2a,class9,2
cannaigh,can,v2a,class9,2
canónaigh,canonize,v2a,class9,2
cantáil,grab,v1c,class3,1
caoch,blind,v1a,class1,1
caochfháithimigh,slip-hem,v2b,class10,2
caoin,keen,v1b,class2,1
caoindíol,soft-sell,v1a,class1,1
caoithigh,suit,v2b,class10,2
caolaigh,thin,v2a,class9,2
caomhnaigh,cherish,v2a,class9,2
car,love,v1a,class1,1
caradaigh,befriend,v2a,class9,2
caraitíopáil,karyotype,v1c,class3,1
caramalaigh,caramelize,v2a,class9,2
carbólaigh,carbolize,v2a,class9,2
carbónaigh,carbonize,v2a,class9,2
carbónáitigh,carbonate,v2b,class10,2
carbraigh,carburate,v2a,class9,2
carcraigh,incarcerate,v2a,class9,2
cardáil,card,v1c,class3,1
cart,tan,v1a,class1,1
cas,twist,v1a,class1,1
cas-rothlaigh,flip-rotate,v2a,class9,2
cásaigh,lament,v2a,class9,2
cásáil,encase,v1c,class3,1
casanálaigh,exhale,v2a,class9,2
casaoid,complain,v1b,class2,1
casarólaigh,casserole,v2a,class9,2
cascáidigh,cascade,v2b,class10,2
cascair,spring,v2c,class11,2
cascoiteannaigh,excommunicate,v2a,class9,2
casiompaigh,retrograde,v2a,class9,2
casmhúnlaigh,spin,v2a,class9,2
castainnigh,winch,v2b,class10,2
castósc,extract,v1a,class1,1
castriomaigh,spin-dry,v2a,class9,2
catagóirigh,categorize,v2b,class10,2
cataiógaigh,catalog,v2a,class9,2
cataitéaraigh,catheterize,v2a,class9,2
catalaigh,catalyze,v2a,class9,2
cathaigh,battle,v2a,class9,2
ceadaigh,perrnit,v2a,class9,2
céadcheap,invent,v1a,class1,1
céadfaigh,sense,v2a,class9,2
ceadúnaigh,license,v2a,class9,2
cealaigh,hide,v2a,class9,2
cealg,beguile,v1a,class1,1
ceamaigh,square,v2a,class9,2
ceangail,bind,v2c,class11,2
ceannaigh,buy,v2a,class9,2
céannaigh,identify,v2a,class9,2
ceannchogain,nibble,v2c,class11,2
ceansaigh,appease,v2a,class9,2
ceantáil,auction,v1c,class3,1
ceap,invent,v1a,class1,1
ceardchumannaigh,unionize,v2a,class9,2
ceartaigh,correct,v2a,class9,2
ceartdealaigh,rectify,v2a,class9,2
ceartingearaigh,plumb,v2a,class9,2
ceartrianaigh,track,v2a,class9,2
céas,crucify,v1a,class1,1
céaslaigh,paddle,v2a,class9,2
